"species","decimalLatitude","decimalLongitude"
"Eucalyptus viminalis",-31.9,150.13
"Eucalyptus viminalis",-36.97,140.77
"Eucalyptus viminalis",-37.72,140.67
"Eucalyptus viminalis",-31.2,149.08
"Eucalyptus viminalis",-37.85,148.12
"Eucalyptus viminalis",-38.22,141.63
"Eucalyptus viminalis",-37.37,140.85
"Eucalyptus viminalis",-33.72,150.07
"Eucalyptus viminalis",-37.15,148.28
"Eucalyptus viminalis",-41.43,148.27
"Eucalyptus viminalis",-35.43,138.33
"Eucalyptus viminalis",-35.05,149.65
"Eucalyptus viminalis",-35.05,149.35
"Eucalyptus viminalis",-33.1211,150.6936
"Eucalyptus viminalis",-35.1,150.1
"Eucalyptus viminalis",-33.1211,150.6969
"Eucalyptus viminalis",-37.28,140
"Eucalyptus viminalis",-37.62,144.37
"Eucalyptus viminalis",-37.98,141.23
"Eucalyptus viminalis",-35.91915,149.0021
"Eucalyptus viminalis",-33.544811,150.172433
"Eucalyptus viminalis",-36.16386,149.06553
"Eucalyptus viminalis",-32.888214,149.994837
"Eucalyptus viminalis",-35.196703,148.814754
"Eucalyptus viminalis",-36.601913,150.029606
"Eucalyptus viminalis",-32.762096,150.18945
"Eucalyptus viminalis",-33.662232,150.13167
"Eucalyptus viminalis",-35.785656,148.419238
"Eucalyptus viminalis",-30.814759,151.42778
"Eucalyptus viminalis",-29.77811,151.615839
"Eucalyptus viminalis",-36.244447,148.243219
"Eucalyptus viminalis",-35.331272,148.75285
"Eucalyptus viminalis",-36.657301,149.433513
"Eucalyptus viminalis",-31.325835,151.867781
"Eucalyptus viminalis",-29.96401,151.673648
"Eucalyptus viminalis",-33.638046,150.056986
"Eucalyptus viminalis",-33.328157,149.081458
"Eucalyptus viminalis",-36.599406,149.362019
"Eucalyptus viminalis",-36.110606,149.480398
"Eucalyptus viminalis",-36.46159,149.011097
"Eucalyptus viminalis",-33.888929,149.910402
"Eucalyptus viminalis",-29.759272,151.617696
"Eucalyptus viminalis",-35.602602,149.567853
"Eucalyptus viminalis",-33.736686,149.931243
"Eucalyptus viminalis",-33.544744,150.162234
"Eucalyptus viminalis",-30.632615,151.529621
"Eucalyptus viminalis",-34.78163,150.02429
"Eucalyptus viminalis",-34.629212,150.369091
"Eucalyptus viminalis",-32.900393,150.316556
"Eucalyptus viminalis",-36.17012,149.09305
"Eucalyptus viminalis",-35.153849,149.959103
"Eucalyptus viminalis",-36.271441,148.259211
"Eucalyptus viminalis",-36.631382,148.749043
"Eucalyptus viminalis",-30.41408,151.980751
"Eucalyptus viminalis",-36.416442,148.177216
"Eucalyptus viminalis",-35.888225,147.897228
"Eucalyptus viminalis",-33.544149,150.172651
"Eucalyptus viminalis",-35.565831,149.807019
"Eucalyptus viminalis",-33.576474,150.165014
"Eucalyptus viminalis",-34.491172,150.459212
"Eucalyptus viminalis",-36.703486,149.446708
"Eucalyptus viminalis",-35.692897,148.089238
"Eucalyptus viminalis",-36.563402,149.485308
"Eucalyptus viminalis",-31.766296,150.741432
"Eucalyptus viminalis",-33.230204,149.203747
"Eucalyptus viminalis",-35.243909,148.808113
"Eucalyptus viminalis",-35.620748,149.911967
"Eucalyptus viminalis",-36.455944,149.01662
"Eucalyptus viminalis",-37.092611,149.870758
"Eucalyptus viminalis",-34.569427,150.86426
"Eucalyptus viminalis",-29.744354,151.6067
"Eucalyptus viminalis",-37.090237,149.030156
"Eucalyptus viminalis",-33.432028,150.138389
"Eucalyptus viminalis",-33.595148,149.916994
"Eucalyptus viminalis",-33.591858,149.608296
"Eucalyptus viminalis",-33.668826,149.977442
"Eucalyptus viminalis",-33.349268,149.256639
"Eucalyptus viminalis",-36.469786,148.691767
"Eucalyptus viminalis",-33.329052,150.097932
"Eucalyptus viminalis",-35.368659,148.64249
"Eucalyptus viminalis",-34.090636,150.745467
"Eucalyptus viminalis",-34.266622,149.886182
"Eucalyptus viminalis",-35.738884,149.795339
"Eucalyptus viminalis",-33.310583,150.083139
"Eucalyptus viminalis",-33.340556,150.059833
"Eucalyptus viminalis",-36.933908,149.647743
"Eucalyptus viminalis",-35.209068,149.798085
"Eucalyptus viminalis",-33.428932,149.981481
"Eucalyptus viminalis",-36.923646,149.32187
"Eucalyptus viminalis",-35.866075,149.382152
"Eucalyptus viminalis",-36.026579,149.093046
"Eucalyptus viminalis",-36.706898,149.296299
"Eucalyptus viminalis",-38.12773,145.16253
"Eucalyptus viminalis",-37.77611,143.84139
"Eucalyptus viminalis",-38.23639,145.29389
"Eucalyptus viminalis",-37.78167,146.18472
"Eucalyptus viminalis",-38.136,145.27897
"Eucalyptus viminalis",-38.59972,146.61194
"Eucalyptus viminalis",-38.55139,143.74694
"Eucalyptus viminalis",-37.32834,144.15607
"Eucalyptus viminalis",-37.87556,144.63778
"Eucalyptus viminalis",-37.73472,144.05528
"Eucalyptus viminalis",-38.155,145.17639
"Eucalyptus viminalis",-37.7142,145.71926
"Eucalyptus viminalis",-36.80895,145.81915
"Eucalyptus viminalis",-37.81139,143.72528
"Eucalyptus viminalis",-36.92222,141.32671
"Eucalyptus viminalis",-37.84402,142.23874
"Eucalyptus viminalis",-37.20298,148.70356
"Eucalyptus viminalis",-38.09722,145.73472
"Eucalyptus viminalis",-36.82713,145.70889
"Eucalyptus viminalis",-37.89278,145.4375
"Eucalyptus viminalis",-37.40833,144.95167
"Eucalyptus viminalis",-38.57444,143.40556
"Eucalyptus viminalis",-38.40778,145.47833
"Eucalyptus viminalis",-37.855,144.25083
"Eucalyptus viminalis",-38.41909,143.82275
"Eucalyptus viminalis",-37.965,145.03194
"Eucalyptus viminalis",-38.2603,144.14375
"Eucalyptus viminalis",-37.25853,144.64882
"Eucalyptus viminalis",-37.40667,144.62639
"Eucalyptus viminalis",-37.9753,145.5582
"Eucalyptus viminalis",-37.73295,143.4716
"Eucalyptus viminalis",-36.78861,149.55111
"Eucalyptus viminalis",-38.56583,146.85778
"Eucalyptus viminalis",-37.8626,141.8082
"Eucalyptus viminalis",-37.64797,141.96025
"Eucalyptus viminalis",-37.33049,144.59973
"Eucalyptus viminalis",-37.5175,144.43333
"Eucalyptus viminalis",-38.2225,145.33639
"Eucalyptus viminalis",-37.18444,142.28389
"Eucalyptus viminalis",-37.99972,145.12639
"Eucalyptus viminalis",-37.5226,145.2815
"Eucalyptus viminalis",-37.65139,143.89639
"Eucalyptus viminalis",-37.11358,141.3815
"Eucalyptus viminalis",-37.78043,143.78034
"Eucalyptus viminalis",-37.52287,144.01437
"Eucalyptus viminalis",-37.60472,144.73913
"Eucalyptus viminalis",-36.76446,141.67498
"Eucalyptus viminalis",-37.60221,143.69775
"Eucalyptus viminalis",-37.64833,148.69444
"Eucalyptus viminalis",-37.12333,144.45139
"Eucalyptus viminalis",-38.16972,145.16778
"Eucalyptus viminalis",-37.7925,145.61889
"Eucalyptus viminalis",-38.51897,143.02942
"Eucalyptus viminalis",-38.25722,145.21306
"Eucalyptus viminalis",-38.50056,146.88667
"Eucalyptus viminalis",-38.61514,146.88464
"Eucalyptus viminalis",-38.14039,145.27145
"Eucalyptus viminalis",-37.57056,143.7425
"Eucalyptus viminalis",-36.34833,148.04278
"Eucalyptus viminalis",-37.77252,142.09656
"Eucalyptus viminalis",-38.12985,145.27443
"Eucalyptus viminalis",-37.44833,147.75556
"Eucalyptus viminalis",-37.29003,144.64289
"Eucalyptus viminalis",-37.4213,142.0244
"Eucalyptus viminalis",-37.99222,145.03111
"Eucalyptus viminalis",-37.88333,141.15
"Eucalyptus viminalis",-37.60806,145.08778
"Eucalyptus viminalis",-37.70528,146.3125
"Eucalyptus viminalis",-38.83889,146.15222
"Eucalyptus viminalis",-37.05775,146.43982
"Eucalyptus viminalis",-37.51028,144.99778
"Eucalyptus viminalis",-37.62167,144.09417
"Eucalyptus viminalis",-37.44,143.88472
"Eucalyptus viminalis",-38.20194,145.10611
"Eucalyptus viminalis",-38.2452,141.43633
"Eucalyptus viminalis",-37.55087,144.72755
"Eucalyptus viminalis",-38.34649,142.87188
"Eucalyptus viminalis",-37.07972,146.95556
"Eucalyptus viminalis",-37.79556,145.38667
"Eucalyptus viminalis",-38.22194,145.40583
"Eucalyptus viminalis",-37.6733,144.97503
"Eucalyptus viminalis",-38.48194,145.28056
"Eucalyptus viminalis",-38.28583,147.23472
"Eucalyptus viminalis",-38.42611,143.39306
"Eucalyptus viminalis",-38.13,145.27361
"Eucalyptus viminalis",-38.77361,145.94306
"Eucalyptus viminalis",-37.37889,148.90083
"Eucalyptus viminalis",-38.56139,143.53306
"Eucalyptus viminalis",-37.23917,141.89583
"Eucalyptus viminalis",-37.98139,145.02722
"Eucalyptus viminalis",-38.13722,145.21694
"Eucalyptus viminalis",-37.20102,140.98657
"Eucalyptus viminalis",-37.79722,147.9275
"Eucalyptus viminalis",-37.7028,145.2893
"Eucalyptus viminalis",-37.67889,145.09389
"Eucalyptus viminalis",-38.1675,145.17056
"Eucalyptus viminalis",-37.96333,147.32306
"Eucalyptus viminalis",-37.15528,146.72639
"Eucalyptus viminalis",-38.04694,145.51778
"Eucalyptus viminalis",-38.13444,145.26859
"Eucalyptus viminalis",-38.13265,145.28066
"Eucalyptus viminalis",-38.04849,145.68465
"Eucalyptus viminalis",-37.3925,144.96528
"Eucalyptus viminalis",-37.60374,142.40128
"Eucalyptus viminalis",-38.13957,145.27915
"Eucalyptus viminalis",-37.2456,141.7281
"Eucalyptus viminalis",-38.34139,145.5575
"Eucalyptus viminalis",-37.4333,146.3833
"Eucalyptus viminalis",-38.14076,145.28245
"Eucalyptus viminalis",-37.7775,145.24722
"Eucalyptus viminalis",-37.86778,143.94167
"Eucalyptus viminalis",-37.78323,143.78191
"Eucalyptus viminalis",-38.13167,145.28861
"Eucalyptus viminalis",-37.59444,144.07778
"Eucalyptus viminalis",-37.2525,149.14694
"Eucalyptus viminalis",-37.81994,143.75669
"Eucalyptus viminalis",-38.365,144.94083
"Eucalyptus viminalis",-38.32667,145.19444
"Eucalyptus viminalis",-38.13494,145.27494
"Eucalyptus viminalis",-38.60965,143.29921
"Eucalyptus viminalis",-37.50111,145.60417
"Eucalyptus viminalis",-37.11392,148.75018
"Eucalyptus viminalis",-37.88472,145.96583
"Eucalyptus viminalis",-38.32278,145.60778
"Eucalyptus viminalis",-38.01192,145.43818
"Eucalyptus viminalis",-38.12944,145.27472
"Eucalyptus viminalis",-38.30081,143.28481
"Eucalyptus viminalis",-37.302,144.97062
"Eucalyptus viminalis",-38.2,141.31667
"Eucalyptus viminalis",-38.01011,144.00333
"Eucalyptus viminalis",-37.2625,141.5196
"Eucalyptus viminalis",-37.20944,149.05528
"Eucalyptus viminalis",-37.69459,148.72332
"Eucalyptus viminalis",-37.465,148.50139
"Eucalyptus viminalis",-37.56944,144.10083
"Eucalyptus viminalis",-37.7151,145.2746
"Eucalyptus viminalis",-38.26083,146.89722
"Eucalyptus viminalis",-37.45889,141.91556
"Eucalyptus viminalis",-38.39007,142.88045
"Eucalyptus viminalis",-38.13368,145.26721
"Eucalyptus viminalis",-37.95583,145.02722
"Eucalyptus viminalis",-37.72606,143.95795
"Eucalyptus viminalis",-38.39556,146.38472
"Eucalyptus viminalis",-36.88185,145.76585
"Eucalyptus viminalis",-37.95556,145.02806
"Eucalyptus viminalis",-37.8672,147.257
"Eucalyptus viminalis",-38.35611,144.97611
"Eucalyptus viminalis",-38.43444,144.95694
"Eucalyptus viminalis",-37.99167,145.03056
"Eucalyptus viminalis",-37.69917,145.1525
"Eucalyptus viminalis",-38.07047,144.12315
"Eucalyptus viminalis",-38.22611,146.15139
"Eucalyptus viminalis",-37.24833,148.98444
"Eucalyptus viminalis",-38.13181,146.96796
"Eucalyptus viminalis",-37.65611,144.11056
"Eucalyptus viminalis",-37.57391,144.72731
"Eucalyptus viminalis",-38.17889,145.13917
"Eucalyptus viminalis",-37.91222,145.31806
"Eucalyptus viminalis",-37.23806,148.965
"Eucalyptus viminalis",-37.85885,145.14901
"Eucalyptus viminalis",-37.1775,142.2086
"Eucalyptus viminalis",-37.30667,149.36778
"Eucalyptus viminalis",-36.13179,147.71792
"Eucalyptus viminalis",-37.78111,145.24806
"Eucalyptus viminalis",-37.47111,144.29722
"Eucalyptus viminalis",-38.40705,143.54998
"Eucalyptus viminalis",-37.83361,144.10506
"Eucalyptus viminalis",-38.03183,145.25132
"Eucalyptus viminalis",-38.0085,145.28631
"Eucalyptus viminalis",-37.415,148.15139
"Eucalyptus viminalis",-38.16135,144.25005
"Eucalyptus viminalis",-38.20833,146.4875
"Eucalyptus viminalis",-37.18917,149.04361
"Eucalyptus viminalis",-37.38722,144.57222
"Eucalyptus viminalis",-37.85455,145.37453
"Eucalyptus viminalis",-38.13479,145.27409
"Eucalyptus viminalis",-38.1325,145.28028
"Eucalyptus viminalis",-37.64679,143.89185
"Eucalyptus viminalis",-37.5752,141.8432
"Eucalyptus viminalis",-38.0427,144.04762
"Eucalyptus viminalis",-38.6664,145.8562
"Eucalyptus viminalis",-38.03417,144.145
"Eucalyptus viminalis",-38.35222,146.53
"Eucalyptus viminalis",-38.51103,143.42107
"Eucalyptus viminalis",-37.51617,142.19952
"Eucalyptus viminalis",-37.83389,144.07222
"Eucalyptus viminalis",-37.30295,147.55262
"Eucalyptus viminalis",-38.43444,144.9375
"Eucalyptus viminalis",-37.04389,141.84583
"Eucalyptus viminalis",-37.6886,141.8456
"Eucalyptus viminalis",-38.13145,145.27654
"Eucalyptus viminalis",-38.2725,146.1867
"Eucalyptus viminalis",-37.87389,145.11611
"Eucalyptus viminalis",-38.285,145.08111
"Eucalyptus viminalis",-38.02372,144.04265
"Eucalyptus viminalis",-37.37016,144.59909
"Eucalyptus viminalis",-38.16333,145.20139
"Eucalyptus viminalis",-37.57768,143.96262
"Eucalyptus viminalis",-37.8925,142.05667
"Eucalyptus viminalis",-37.33432,141.41544
"Eucalyptus viminalis",-38.13455,145.27484
"Eucalyptus viminalis",-38.36222,144.94889
"Eucalyptus viminalis",-37.6627,141.8751
"Eucalyptus viminalis",-38.06665,144.14666
"Eucalyptus viminalis",-37.26944,145.87361
"Eucalyptus viminalis",-38.2725,146.18667
"Eucalyptus viminalis",-37.38193,142.16806
"Eucalyptus viminalis",-37.866667,148.016667
"Eucalyptus viminalis",-38.2,146.95
"Eucalyptus viminalis",-38.95,146.266667
"Eucalyptus viminalis",-37.987222,141.1
"Eucalyptus viminalis",-43.166667,146.933333
"Eucalyptus viminalis",-38.13,145.27
"Eucalyptus viminalis",-34.0694,150.6997
"Eucalyptus viminalis",-33.12086,150.68431
"Eucalyptus viminalis",-37.6,140.55
"Eucalyptus viminalis",-30.275,150.172222
"Eucalyptus viminalis",-41.02,145.73
"Eucalyptus viminalis",-41.42,148.28
"Eucalyptus viminalis",-36.53782,148.978864
"Eucalyptus viminalis",-37.683007,145.548817
"Eucalyptus viminalis",-36.531755,149.311191
"Eucalyptus viminalis",-33.694136,150.027044
"Eucalyptus viminalis",-35.710906,149.521548
"Eucalyptus viminalis",-30.118159,151.538784
"Eucalyptus viminalis",-36.9917,149.093464
"Eucalyptus viminalis",-33.945555,150.979018
"Eucalyptus viminalis",-33.562891,149.924906
"Eucalyptus viminalis",-35.248711,149.579116
"Eucalyptus viminalis",-36.535456,149.459852
"Eucalyptus viminalis",-35.209875,149.662478
"Eucalyptus viminalis",-33.334376,149.008904
"Eucalyptus viminalis",-35.23177,149.617863
"Eucalyptus viminalis",-36.186,149.07225
"Eucalyptus viminalis",-35.558007,148.971798
"Eucalyptus viminalis",-35.575074,149.446681
"Eucalyptus viminalis",-30.226655,151.615894
"Eucalyptus viminalis",-34.201539,150.366142
"Eucalyptus viminalis",-36.531737,149.90122
"Eucalyptus viminalis",-33.45833,149.008972
"Eucalyptus viminalis",-29.436477,151.45638
"Eucalyptus viminalis",-29.667395,151.049284
"Eucalyptus viminalis",-36.659054,149.134267
"Eucalyptus viminalis",-35.39086,148.647454
"Eucalyptus viminalis",-36.706747,149.434523
"Eucalyptus viminalis",-35.317809,149.820843
"Eucalyptus viminalis",-36.244442,148.259212
"Eucalyptus viminalis",-29.800728,151.627146
"Eucalyptus viminalis",-36.07014,149.07485
"Eucalyptus viminalis",-36.946374,149.470887
"Eucalyptus viminalis",-33.692379,149.324589
"Eucalyptus viminalis",-30.441244,151.87479
"Eucalyptus viminalis",-36.02924,149.10266
"Eucalyptus viminalis",-30.802665,151.542099
"Eucalyptus viminalis",-30.488536,151.641258
"Eucalyptus viminalis",-35.042696,148.469849
"Eucalyptus viminalis",-29.77496,151.605688
"Eucalyptus viminalis",-33.25625,149.960056
"Eucalyptus viminalis",-33.560749,149.355008
"Eucalyptus viminalis",-34.40705,150.320348
"Eucalyptus viminalis",-34.862608,149.942376
"Eucalyptus viminalis",-36.786872,149.539445
"Eucalyptus viminalis",-35.228989,148.399909
"Eucalyptus viminalis",-33.066239,149.723095
"Eucalyptus viminalis",-36.620055,148.751851
"Eucalyptus viminalis",-36.695443,148.246222
"Eucalyptus viminalis",-30.994027,151.61718
"Eucalyptus viminalis",-29.738266,151.603418
"Eucalyptus viminalis",-36.389341,148.774018
"Eucalyptus viminalis",-35.659996,149.365317
"Eucalyptus viminalis",-30.322792,151.663427
"Eucalyptus viminalis",-29.756639,152.040167
"Eucalyptus viminalis",-33.161484,149.379672
"Eucalyptus viminalis",-35.729043,148.412793
"Eucalyptus viminalis",-35.939061,149.295843
"Eucalyptus viminalis",-29.7303,151.603217
"Eucalyptus viminalis",-34.501146,150.210925
"Eucalyptus viminalis",-35.621157,149.537687
"Eucalyptus viminalis",-36.232676,149.108252
"Eucalyptus viminalis",-29.802579,151.78443
"Eucalyptus viminalis",-29.724019,151.61305
"Eucalyptus viminalis",-30.116659,151.712918
"Eucalyptus viminalis",-33.551119,150.122678
"Eucalyptus viminalis",-33.248437,149.667838
"Eucalyptus viminalis",-35.785196,148.418456
"Eucalyptus viminalis",-36.469633,148.686027
"Eucalyptus viminalis",-35.792921,148.404772
"Eucalyptus viminalis",-34.456897,150.432055
"Eucalyptus viminalis",-37.278296,149.400007
"Eucalyptus viminalis",-29.792171,151.620332
"Eucalyptus viminalis",-36.243436,148.327237
"Eucalyptus viminalis",-33.536994,149.929749
"Eucalyptus viminalis",-33.830646,150.030569
"Eucalyptus viminalis",-30.535594,151.726778
"Eucalyptus viminalis",-36.705321,149.453675
"Eucalyptus viminalis",-36.470279,148.907354
"Eucalyptus viminalis",-29.77434,151.613877
"Eucalyptus viminalis",-36.46353,148.736961
"Eucalyptus viminalis",-36.463267,149.303451
"Eucalyptus viminalis",-33.695321,150.95534
"Eucalyptus viminalis",-33.143884,149.269284
"Eucalyptus viminalis",-34.578275,149.810236
"Eucalyptus viminalis",-32.96155,150.363896
"Eucalyptus viminalis",-33.703551,150.149334
"Eucalyptus viminalis",-33.388547,149.78358
"Eucalyptus viminalis",-33.3125,150.0458
"Eucalyptus viminalis",-33.620063,150.103997
"Eucalyptus viminalis",-31.561964,151.051891
"Eucalyptus viminalis",-33.407961,150.097494
"Eucalyptus viminalis",-35.467076,149.224121
"Eucalyptus viminalis",-31.58373,151.044093
"Eucalyptus viminalis",-34.852741,149.943921
"Eucalyptus viminalis",-36.167577,149.404938
"Eucalyptus viminalis",-35.73842,149.14586
"Eucalyptus viminalis",-29.253239,151.993508
"Eucalyptus viminalis",-34.497979,150.519668
"Eucalyptus viminalis",-33.672014,150.05496
"Eucalyptus viminalis",-30.283328,151.686835
"Eucalyptus viminalis",-35.724626,149.648543
"Eucalyptus viminalis",-30.328353,151.677913
"Eucalyptus viminalis",-29.658565,151.952294
"Eucalyptus viminalis",-36.526,149.591332
"Eucalyptus viminalis",-33.523192,149.338509
"Eucalyptus viminalis",-36.164444,148.182219
"Eucalyptus viminalis",-36.416446,148.172241
"Eucalyptus viminalis",-31.715097,149.901153
"Eucalyptus viminalis",-34.809752,150.011244
"Eucalyptus viminalis",-31.022672,152.169194
"Eucalyptus viminalis",-30.499784,151.480538
"Eucalyptus viminalis",-33.415217,149.436364
"Eucalyptus viminalis",-36.912302,149.435982
"Eucalyptus viminalis",-36.472111,149.01305
"Eucalyptus viminalis",-32.942673,150.366595
"Eucalyptus viminalis",-37.04873,149.548273
"Eucalyptus viminalis",-30.803139,151.578139
"Eucalyptus viminalis",-36.477294,148.911723
"Eucalyptus viminalis",-30.540816,151.675564
"Eucalyptus viminalis",-35.132162,149.588057
"Eucalyptus viminalis",-32.848197,150.35465
"Eucalyptus viminalis",-29.733953,151.603617
"Eucalyptus viminalis",-37.072035,149.466907
"Eucalyptus viminalis",-30.976186,151.641327
"Eucalyptus viminalis",-35.227241,148.382518
"Eucalyptus viminalis",-33.407987,150.096782
"Eucalyptus viminalis",-35.21257,148.762927
"Eucalyptus viminalis",-29.721128,151.614413
"Eucalyptus viminalis",-35.85424,149.08785
"Eucalyptus viminalis",-36.26474,149.129719
"Eucalyptus viminalis",-35.29071,148.675675
"Eucalyptus viminalis",-31.156135,151.814477
"Eucalyptus viminalis",-30.51231,151.74722
"Eucalyptus viminalis",-33.253796,148.938036
"Eucalyptus viminalis",-33.321666,149.548197
"Eucalyptus viminalis",-33.222756,149.953583
"Eucalyptus viminalis",-34.50807,149.93557
"Eucalyptus viminalis",-35.272172,148.846943
"Eucalyptus viminalis",-33.88297,149.928701
"Eucalyptus viminalis",-36.256737,148.809526
"Eucalyptus viminalis",-36.100449,148.250212
"Eucalyptus viminalis",-36.264533,149.637193
"Eucalyptus viminalis",-29.563302,151.519752
"Eucalyptus viminalis",-32.588257,150.183095
"Eucalyptus viminalis",-33.385737,150.175488
"Eucalyptus viminalis",-31.362757,151.434487
"Eucalyptus viminalis",-35.098433,150.101188
"Eucalyptus viminalis",-33.835811,149.309803
"Eucalyptus viminalis",-36.524744,148.193598
"Eucalyptus viminalis",-36.45048,148.721296
"Eucalyptus viminalis",-34.15587,149.587258
"Eucalyptus viminalis",-35.550197,149.008009
"Eucalyptus viminalis",-35.032322,149.579084
"Eucalyptus viminalis",-33.743999,150.095529
"Eucalyptus viminalis",-33.498946,150.414233
"Eucalyptus viminalis",-33.252611,150.090444
"Eucalyptus viminalis",-35.138406,150.066976
"Eucalyptus viminalis",-34.557114,150.428121
"Eucalyptus viminalis",-36.629372,149.302259
"Eucalyptus viminalis",-30.962167,151.677378
"Eucalyptus viminalis",-30.485072,151.642344
"Eucalyptus viminalis",-36.255931,149.660309
"Eucalyptus viminalis",-36.29427,149.714049
"Eucalyptus viminalis",-33.419972,148.998589
"Eucalyptus viminalis",-33.377254,150.049685
"Eucalyptus viminalis",-35.717139,148.997809
"Eucalyptus viminalis",-30.600758,151.479476
"Eucalyptus viminalis",-35.356675,149.866197
