"species","decimalLatitude","decimalLongitude"
"Eucalyptus sideroxylon",-32.028145,150.709025
"Eucalyptus sideroxylon",-32.698358,151.537467
"Eucalyptus sideroxylon",-35.140976,147.71516
"Eucalyptus sideroxylon",-34.042831,146.200773
"Eucalyptus sideroxylon",-32.254104,148.743572
"Eucalyptus sideroxylon",-29.308972,151.311436
"Eucalyptus sideroxylon",-33.913229,148.120247
"Eucalyptus sideroxylon",-35.376715,147.706275
"Eucalyptus sideroxylon",-33.631727,146.548367
"Eucalyptus sideroxylon",-32.921409,151.753893
"Eucalyptus sideroxylon",-30.426321,149.264552
"Eucalyptus sideroxylon",-34.2206,150.704019
"Eucalyptus sideroxylon",-32.143349,149.220862
"Eucalyptus sideroxylon",-34.463735,147.418001
"Eucalyptus sideroxylon",-32.677955,146.797758
"Eucalyptus sideroxylon",-32.387851,147.45524
"Eucalyptus sideroxylon",-30.535088,151.179726
"Eucalyptus sideroxylon",-30.330879,149.784734
"Eucalyptus sideroxylon",-34.7167,147.8667
"Eucalyptus sideroxylon",-24.9167,148.0833
"Eucalyptus sideroxylon",-36.9292,149.7444
"Eucalyptus sideroxylon",-36.14,146.664722
"Eucalyptus sideroxylon",-32.577698,147.571144
"Eucalyptus sideroxylon",-34.551115,148.039499
"Eucalyptus sideroxylon",-32.972343,147.942923
"Eucalyptus sideroxylon",-34.018565,146.183482
"Eucalyptus sideroxylon",-34.239394,148.474269
"Eucalyptus sideroxylon",-31.280351,149.001521
"Eucalyptus sideroxylon",-32.452524,150.257067
"Eucalyptus sideroxylon",-31.011253,149.607623
"Eucalyptus sideroxylon",-34.665368,148.042594
"Eucalyptus sideroxylon",-30.419887,151.138411
"Eucalyptus sideroxylon",-33.686799,150.887266
"Eucalyptus sideroxylon",-30.954878,149.515682
"Eucalyptus sideroxylon",-32.912528,148.394797
"Eucalyptus sideroxylon",-32.800527,147.421562
"Eucalyptus sideroxylon",-32.271809,148.465607
"Eucalyptus sideroxylon",-32.020303,149.202026
"Eucalyptus sideroxylon",-33.990055,150.891627
"Eucalyptus sideroxylon",-32.032355,148.763001
"Eucalyptus sideroxylon",-30.235266,149.841385
"Eucalyptus sideroxylon",-34.137316,148.517944
"Eucalyptus sideroxylon",-30.581768,149.034487
"Eucalyptus sideroxylon",-35.388883,147.364756
"Eucalyptus sideroxylon",-34.123529,146.237778
"Eucalyptus sideroxylon",-32.544645,150.579405
"Eucalyptus sideroxylon",-33.96909,150.930956
"Eucalyptus sideroxylon",-30.749019,150.183719
"Eucalyptus sideroxylon",-32.526911,149.835262
"Eucalyptus sideroxylon",-33.398453,146.684556
"Eucalyptus sideroxylon",-31.90555,148.733859
"Eucalyptus sideroxylon",-33.898448,147.234556
"Eucalyptus sideroxylon",-32.906062,147.309169
"Eucalyptus sideroxylon",-32.823143,147.92534
"Eucalyptus sideroxylon",-33.661723,150.706093
"Eucalyptus sideroxylon",-34.138275,147.117499
"Eucalyptus sideroxylon",-33.823711,146.050282
"Eucalyptus sideroxylon",-34.020353,148.674556
"Eucalyptus sideroxylon",-30.535785,149.236358
"Eucalyptus sideroxylon",-33.289323,148.587336
"Eucalyptus sideroxylon",-32.348438,148.484516
"Eucalyptus sideroxylon",-34.026914,146.219147
"Eucalyptus sideroxylon",-30.46175,150.863755
"Eucalyptus sideroxylon",-31.966484,148.952861
"Eucalyptus sideroxylon",-30.745471,150.184716
"Eucalyptus sideroxylon",-32.267164,149.197312
"Eucalyptus sideroxylon",-35.365975,147.697265
"Eucalyptus sideroxylon",-32.133212,149.234872
"Eucalyptus sideroxylon",-30.534432,149.379744
"Eucalyptus sideroxylon",-32.337895,146.607887
"Eucalyptus sideroxylon",-32.330964,149.870794
"Eucalyptus sideroxylon",-31.845736,148.692393
"Eucalyptus sideroxylon",-33.657061,150.690738
"Eucalyptus sideroxylon",-35.007629,138.648159
"Eucalyptus sideroxylon",-37.738024,145.066543
"Eucalyptus sideroxylon",-37.804982,144.871472
"Eucalyptus sideroxylon",-34.544311,142.361622
"Eucalyptus sideroxylon",-37.711057,145.043219
"Eucalyptus sideroxylon",-35.631813,145.574097
"Eucalyptus sideroxylon",-37.830963,145.02484
"Eucalyptus sideroxylon",-37.773215,145.036119
"Eucalyptus sideroxylon",-37.893259,145.11259
"Eucalyptus sideroxylon",-37.833536,145.199552
"Eucalyptus sideroxylon",-33.008178,151.638855
"Eucalyptus sideroxylon",-37.756574,145.039345
"Eucalyptus sideroxylon",-37.56287,144.71679
"Eucalyptus sideroxylon",-37.86849,143.70667
"Eucalyptus sideroxylon",-36.5833,146.1333
"Eucalyptus sideroxylon",-36.15904,146.61126
"Eucalyptus sideroxylon",-36.11625,146.62765
"Eucalyptus sideroxylon",-37.79879,145.1247
"Eucalyptus sideroxylon",-36.165,146.62889
"Eucalyptus sideroxylon",-37.68167,144.87639
"Eucalyptus sideroxylon",-36.13028,146.62778
"Eucalyptus sideroxylon",-30.698975,149.361239
"Eucalyptus sideroxylon",-37.333333,149
"Eucalyptus sideroxylon",-36.089129,150.111465
"Eucalyptus sideroxylon",-37.941786,144.422868
"Eucalyptus sideroxylon",-33.883333,146.5
"Eucalyptus sideroxylon",-33.583333,150.383333
"Eucalyptus sideroxylon",-37.583333,145.2
"Eucalyptus sideroxylon",-35.233333,146.716667
"Eucalyptus sideroxylon",-34.130867,146.230212
"Eucalyptus sideroxylon",-31.283333,149
"Eucalyptus sideroxylon",-31.75,148.5
"Eucalyptus sideroxylon",-36.083333,146.5
"Eucalyptus sideroxylon",-37.601628,143.270367
"Eucalyptus sideroxylon",-37.848743,144.186601
"Eucalyptus sideroxylon",-28.771736,151.912248
"Eucalyptus sideroxylon",-30.55,150.95
"Eucalyptus sideroxylon",-38.493843,143.976699
"Eucalyptus sideroxylon",-37.75,147
"Eucalyptus sideroxylon",-37.72194,145.09972
"Eucalyptus sideroxylon",-37.9614,144.14828
"Eucalyptus sideroxylon",-36.2178,146.2356
"Eucalyptus sideroxylon",-37.82661,145.15047
"Eucalyptus sideroxylon",-36.2264,146.1436
"Eucalyptus sideroxylon",-36.09736,146.62015
"Eucalyptus sideroxylon",-37.54978,144.68602
"Eucalyptus sideroxylon",-37.7015,144.79252
"Eucalyptus sideroxylon",-36.2036,146.14667
"Eucalyptus sideroxylon",-37.72659,144.80449
"Eucalyptus sideroxylon",-36.24833,146.13472
"Eucalyptus sideroxylon",-36.12194,144.70889
"Eucalyptus sideroxylon",-38.10579,144.03686
"Eucalyptus sideroxylon",-36.13778,146.62917
"Eucalyptus sideroxylon",-36.16736,146.64321
"Eucalyptus sideroxylon",-32.097535,148.893945
"Eucalyptus sideroxylon",-32.43718,148.412851
"Eucalyptus sideroxylon",-35.292102,147.846406
"Eucalyptus sideroxylon",-32.395307,150.432729
"Eucalyptus sideroxylon",-33.707193,150.912021
"Eucalyptus sideroxylon",-32.158469,148.662617
"Eucalyptus sideroxylon",-32.62466,149.856603
"Eucalyptus sideroxylon",-35.389059,147.72972
"Eucalyptus sideroxylon",-33.810287,151.036259
"Eucalyptus sideroxylon",-33.268253,148.450297
"Eucalyptus sideroxylon",-32.437584,148.410656
"Eucalyptus sideroxylon",-30.037949,150.874486
"Eucalyptus sideroxylon",-30.264587,150.770493
"Eucalyptus sideroxylon",-32.178268,149.247243
"Eucalyptus sideroxylon",-29.948177,150.654469
"Eucalyptus sideroxylon",-31.874887,148.932458
"Eucalyptus sideroxylon",-30.489796,149.303664
"Eucalyptus sideroxylon",-34.172178,148.618418
"Eucalyptus sideroxylon",-33.931777,148.001209
"Eucalyptus sideroxylon",-31.122,150.9411
"Eucalyptus sideroxylon",-33.267525,148.466185
"Eucalyptus sideroxylon",-34.074598,146.201369
"Eucalyptus sideroxylon",-34.067666,148.470291
"Eucalyptus sideroxylon",-33.158045,149.274044
"Eucalyptus sideroxylon",-33.971482,148.070588
"Eucalyptus sideroxylon",-32.271647,149.196709
"Eucalyptus sideroxylon",-33.794935,148.412705
"Eucalyptus sideroxylon",-33.916317,147.949136
"Eucalyptus sideroxylon",-32.813412,147.460569
"Eucalyptus sideroxylon",-32.215778,149.381467
"Eucalyptus sideroxylon",-32.050345,150.858013
"Eucalyptus sideroxylon",-30.449212,150.874888
"Eucalyptus sideroxylon",-33.837224,150.934342
"Eucalyptus sideroxylon",-33.163797,148.501464
"Eucalyptus sideroxylon",-33.949857,150.838992
"Eucalyptus sideroxylon",-32.85876,147.803841
"Eucalyptus sideroxylon",-30.612688,149.378862
"Eucalyptus sideroxylon",-32.730981,148.342117
"Eucalyptus sideroxylon",-34.103526,146.368056
"Eucalyptus sideroxylon",-32.580795,147.263608
"Eucalyptus sideroxylon",-33.283608,148.607473
"Eucalyptus sideroxylon",-30.49399,149.32147
"Eucalyptus sideroxylon",-35.389052,147.66399
"Eucalyptus sideroxylon",-32.544457,149.537539
"Eucalyptus sideroxylon",-32.06106,149.011625
"Eucalyptus sideroxylon",-35.155045,147.412967
"Eucalyptus sideroxylon",-28.860419,153.315138
"Eucalyptus sideroxylon",-32.123954,149.220186
"Eucalyptus sideroxylon",-34.281239,149.036002
"Eucalyptus sideroxylon",-30.811921,149.664204
"Eucalyptus sideroxylon",-31.84055,150.94462
"Eucalyptus sideroxylon",-34.16386,148.622805
"Eucalyptus sideroxylon",-30.507649,149.364506
"Eucalyptus sideroxylon",-34.135283,148.636454
"Eucalyptus sideroxylon",-34.084869,148.449324
"Eucalyptus sideroxylon",-30.822927,149.664822
"Eucalyptus sideroxylon",-34.554843,147.712243
"Eucalyptus sideroxylon",-33.011851,150.064696
"Eucalyptus sideroxylon",-30.258676,151.165961
"Eucalyptus sideroxylon",-35.568535,147.834368
"Eucalyptus sideroxylon",-30.33756,151.217043
"Eucalyptus sideroxylon",-33.681584,150.742068
"Eucalyptus sideroxylon",-33.172968,148.384527
"Eucalyptus sideroxylon",-34.511934,148.038391
"Eucalyptus sideroxylon",-33.906962,148.124557
"Eucalyptus sideroxylon",-34.055584,150.852758
"Eucalyptus sideroxylon",-32.803182,147.846843
"Eucalyptus sideroxylon",-32.07404,149.1419
"Eucalyptus sideroxylon",-32.737361,147.742981
"Eucalyptus sideroxylon",-30.263404,150.790147
"Eucalyptus sideroxylon",-32.437717,150.265376
"Eucalyptus sideroxylon",-34.274472,146.762213
"Eucalyptus sideroxylon",-34.274755,147.450941
"Eucalyptus sideroxylon",-33.615902,147.343041
"Eucalyptus sideroxylon",-32.817541,149.105761
"Eucalyptus sideroxylon",-34.297809,150.235799
"Eucalyptus sideroxylon",-34.548446,148.04149
"Eucalyptus sideroxylon",-32.574686,147.277025
"Eucalyptus sideroxylon",-38.005969,145.099283
"Eucalyptus sideroxylon",-36.14347,146.65238
"Eucalyptus sideroxylon",-36.11889,146.62417
"Eucalyptus sideroxylon",-37.579,144.7427
"Eucalyptus sideroxylon",-36.12917,146.62
"Eucalyptus sideroxylon",-36.57333,146.08611
"Eucalyptus sideroxylon",-36.16056,146.64972
"Eucalyptus sideroxylon",-36.15931,146.61136
"Eucalyptus sideroxylon",-36.54,146.145
"Eucalyptus sideroxylon",-37.807,145.1793
"Eucalyptus sideroxylon",-37.80665,145.197829
"Eucalyptus sideroxylon",-33.723044,151.112162
"Eucalyptus sideroxylon",-31.148368,150.983229
"Eucalyptus sideroxylon",-34.978984,149.031735
"Eucalyptus sideroxylon",-33.64377,150.731808
"Eucalyptus sideroxylon",-35.467057,147.638509
"Eucalyptus sideroxylon",-31.8151,149.0845
"Eucalyptus sideroxylon",-32.693403,147.847173
"Eucalyptus sideroxylon",-34.566386,147.727462
"Eucalyptus sideroxylon",-32.418826,149.632446
"Eucalyptus sideroxylon",-33.135905,150.071243
"Eucalyptus sideroxylon",-30.641878,149.185226
"Eucalyptus sideroxylon",-33.656259,150.703529
"Eucalyptus sideroxylon",-29.835456,150.581712
"Eucalyptus sideroxylon",-33.678982,150.922361
"Eucalyptus sideroxylon",-34.085694,146.244621
"Eucalyptus sideroxylon",-34.281928,148.880144
"Eucalyptus sideroxylon",-32.58322,147.629439
"Eucalyptus sideroxylon",-35.369663,147.695646
"Eucalyptus sideroxylon",-33.837039,150.933525
"Eucalyptus sideroxylon",-32.506411,147.484026
"Eucalyptus sideroxylon",-35.138008,147.396566
"Eucalyptus sideroxylon",-33.959041,147.039092
"Eucalyptus sideroxylon",-32.84546,147.856766
"Eucalyptus sideroxylon",-32.305868,148.76897
"Eucalyptus sideroxylon",-33.820271,147.222505
"Eucalyptus sideroxylon",-31.279567,149.000349
"Eucalyptus sideroxylon",-29.565668,151.220066
"Eucalyptus sideroxylon",-35.3903,147.66307
"Eucalyptus sideroxylon",-34.512313,148.937044
"Eucalyptus sideroxylon",-33.42436,148.516835
"Eucalyptus sideroxylon",-32.788476,147.418759
"Eucalyptus sideroxylon",-31.755874,148.487253
"Eucalyptus sideroxylon",-33.680177,147.376114
"Eucalyptus sideroxylon",-32.556157,147.54551
"Eucalyptus sideroxylon",-34.190411,150.748815
"Eucalyptus sideroxylon",-34.378123,147.426521
"Eucalyptus sideroxylon",-33.983406,147.149886
"Eucalyptus sideroxylon",-30.334703,149.757842
"Eucalyptus sideroxylon",-27.759369,152.119689
"Eucalyptus sideroxylon",-38.089919,144.284743
"Eucalyptus sideroxylon",-36.11556,146.5875
"Eucalyptus sideroxylon",-36.16819,146.64016
"Eucalyptus sideroxylon",-36.10083,146.58472
"Eucalyptus sideroxylon",-36.32944,146.18806
"Eucalyptus sideroxylon",-36.21234,146.53416
"Eucalyptus sideroxylon",-37.8264,145.16247
"Eucalyptus sideroxylon",-37.75928,144.88689
"Eucalyptus sideroxylon",-36.13528,146.62194
"Eucalyptus sideroxylon",-36.13694,146.62194
"Eucalyptus sideroxylon",-36.215,146.18472
"Eucalyptus sideroxylon",-25.123431,148.142789
"Eucalyptus sideroxylon",-34.581774,149.084529
"Eucalyptus sideroxylon",-26.153056,150.341389
"Eucalyptus sideroxylon",-28.790077,151.626101
"Eucalyptus sideroxylon",-29.44008,151.259446
"Eucalyptus sideroxylon",-28.115861,151.446389
"Eucalyptus sideroxylon",-26.156754,150.342768
"Eucalyptus sideroxylon",-28.40655,151.68636
"Eucalyptus sideroxylon",-32.190119,146.442878
"Eucalyptus sideroxylon",-32.415096,150.251154
"Eucalyptus sideroxylon",-31.990102,148.742841
"Eucalyptus sideroxylon",-37.81322,145.15648
"Eucalyptus sideroxylon",-36.15069,146.65877
"Eucalyptus sideroxylon",-36.17597,146.66682
"Eucalyptus sideroxylon",-37.67481,141.84218
"Eucalyptus sideroxylon",-36.11806,146.62583
"Eucalyptus sideroxylon",-36.13417,146.6525
"Eucalyptus sideroxylon",-36.15791,146.6521
"Eucalyptus sideroxylon",-36.1218,146.64654
"Eucalyptus sideroxylon",-38.02344,144.04727
"Eucalyptus sideroxylon",-37.67267,143.56548
"Eucalyptus sideroxylon",-37.84113,145.21253
"Eucalyptus sideroxylon",-30.734256,150.171186
"Eucalyptus sideroxylon",-32.242185,148.738632
"Eucalyptus sideroxylon",-30.268968,150.838599
"Eucalyptus sideroxylon",-35.281022,147.832893
"Eucalyptus sideroxylon",-30.292955,150.795973
"Eucalyptus sideroxylon",-32.505563,147.486353
"Eucalyptus sideroxylon",-29.561448,151.215557
"Eucalyptus sideroxylon",-33.786082,151.020851
"Eucalyptus sideroxylon",-29.800475,150.138542
"Eucalyptus sideroxylon",-32.731763,150.301156
"Eucalyptus sideroxylon",-35.052,147.444535
"Eucalyptus sideroxylon",-32.058435,148.844506
"Eucalyptus sideroxylon",-32.62045,147.584356
"Eucalyptus sideroxylon",-30.237738,149.831339
"Eucalyptus sideroxylon",-30.293878,150.794148
"Eucalyptus sideroxylon",-31.86026,148.988767
"Eucalyptus sideroxylon",-34.356813,147.42643
"Eucalyptus sideroxylon",-32.531763,150.234489
"Eucalyptus sideroxylon",-33.237389,148.34735
"Eucalyptus sideroxylon",-32.614384,151.785121
"Eucalyptus sideroxylon",-32.982407,148.487241
"Eucalyptus sideroxylon",-33.132969,148.500979
"Eucalyptus sideroxylon",-32.669118,148.353487
"Eucalyptus sideroxylon",-36.1167,146.6
"Eucalyptus sideroxylon",-34.1236,146.2361
"Eucalyptus sideroxylon",-32.1667,148.6167
"Eucalyptus sideroxylon",-36.555,146.1133
"Eucalyptus sideroxylon",-33.86667,146.63333
"Eucalyptus sideroxylon",-36.05,146.7
"Eucalyptus sideroxylon",-31.82,149.08
"Eucalyptus sideroxylon",-26.1531,150.3414
"Eucalyptus sideroxylon",-33.97,148.03
"Eucalyptus sideroxylon",-30.58,149.03
"Eucalyptus sideroxylon",-28.87,151.7
"Eucalyptus sideroxylon",-31.22,151.37
"Eucalyptus sideroxylon",-32.17,148.62
"Eucalyptus sideroxylon",-33.05,147.08
"Eucalyptus sideroxylon",-33.9622,150.9331
"Eucalyptus sideroxylon",-35.45,147.6
"Eucalyptus sideroxylon",-36.02,146
"Eucalyptus sideroxylon",-34.58,147.75
"Eucalyptus sideroxylon",-31.07,150.92
"Eucalyptus sideroxylon",-34.539081,148.003421
"Eucalyptus sideroxylon",-35.650286,145.808222
"Eucalyptus sideroxylon",-33.770808,150.853913
"Eucalyptus sideroxylon",-35.563954,147.837823
"Eucalyptus sideroxylon",-35.367832,147.696384
"Eucalyptus sideroxylon",-33.898976,151.079252
"Eucalyptus sideroxylon",-32.683874,148.285066
"Eucalyptus sideroxylon",-32.481835,147.089167
"Eucalyptus sideroxylon",-31.607463,148.853303
"Eucalyptus sideroxylon",-32.319901,150.560542
"Eucalyptus sideroxylon",-29.861479,150.123307
"Eucalyptus sideroxylon",-32.662715,148.299701
"Eucalyptus sideroxylon",-35.34334,148.228227
"Eucalyptus sideroxylon",-32.503359,147.089476
"Eucalyptus sideroxylon",-31.282863,148.996606
"Eucalyptus sideroxylon",-33.940064,150.995769
"Eucalyptus sideroxylon",-34.355547,147.435106
"Eucalyptus sideroxylon",-31.871507,148.806269
"Eucalyptus sideroxylon",-32.340756,148.326434
"Eucalyptus sideroxylon",-33.705426,151.187153
"Eucalyptus sideroxylon",-32.838862,148.875733
"Eucalyptus sideroxylon",-33.655247,150.697626
"Eucalyptus sideroxylon",-32.281417,149.190342
"Eucalyptus sideroxylon",-34.538036,147.448319
"Eucalyptus sideroxylon",-34.180559,146.273075
"Eucalyptus sideroxylon",-32.438278,150.203805
"Eucalyptus sideroxylon",-34.274471,146.762228
"Eucalyptus sideroxylon",-33.575009,150.715814
"Eucalyptus sideroxylon",-33.643807,150.721842
"Eucalyptus sideroxylon",-31.1221,150.9335
"Eucalyptus sideroxylon",-29.8899,150.118392
"Eucalyptus sideroxylon",-34.499321,148.038126
"Eucalyptus sideroxylon",-32.116602,149.226819
"Eucalyptus sideroxylon",-30.892441,149.539984
"Eucalyptus sideroxylon",-32.660129,147.83193
"Eucalyptus sideroxylon",-31.851434,148.704069
"Eucalyptus sideroxylon",-32.064549,148.730275
"Eucalyptus sideroxylon",-35.678727,147.003459
"Eucalyptus sideroxylon",-34.091465,146.218786
"Eucalyptus sideroxylon",-33.67808,150.70113
"Eucalyptus sideroxylon",-31.98936,148.816503
"Eucalyptus sideroxylon",-32.310614,148.51218
"Eucalyptus sideroxylon",-32.358864,147.474279
"Eucalyptus sideroxylon",-32.713217,147.836262
"Eucalyptus sideroxylon",-31.283499,148.99748
"Eucalyptus sideroxylon",-34.059581,146.251355
